GT,prediction
brushing_teeth,brushing_teeth
vacuum_cleaner,toilet_flush
vacuum_cleaner,toilet_flush
clock_tick,dog
dog,pouring_water
pouring_water,toilet_flush
pouring_water,rooster
pouring_water,toilet_flush
sea_waves,wind
breathing,breathing
crackling_fire,crackling_fire
crow,frog
crow,frog
crow,keyboard_typing
crow,frog
dog,siren
pouring_water,toilet_flush
cat,chirping_birds
cat,sneezing
crow,breathing
keyboard_typing,keyboard_typing
crickets,crackling_fire
crickets,crickets
airplane,train
airplane,sheep
airplane,train
pouring_water,rooster
crackling_fire,crackling_fire
crackling_fire,wind
keyboard_typing,frog
crickets,chirping_birds
crickets,chirping_birds
crickets,crickets
snoring,drinking_sipping
chainsaw,toilet_flush
chainsaw,chainsaw
dog,crow
wind,wind
wind,wind
wind,wind
brushing_teeth,brushing_teeth
brushing_teeth,brushing_teeth
clapping,clapping
door_wood_knock,coughing
door_wood_knock,fireworks
church_bells,church_bells
clock_alarm,frog
clock_alarm,water_drops
mouse_click,footsteps
clock_tick,water_drops
sea_waves,chainsaw
sea_waves,sea_waves
sea_waves,clapping
sneezing,sneezing
sneezing,sneezing
brushing_teeth,clapping
helicopter,airplane
sneezing,toilet_flush
glass_breaking,can_opening
glass_breaking,can_opening
clapping,siren
clapping,train
sneezing,rooster
can_opening,keyboard_typing
clapping,clapping
crow,hen
chainsaw,train
keyboard_typing,door_wood_knock
keyboard_typing,keyboard_typing
keyboard_typing,keyboard_typing
mouse_click,keyboard_typing
clock_alarm,footsteps
mouse_click,keyboard_typing
washing_machine,insects
vacuum_cleaner,thunderstorm
dog,sneezing
engine,engine
mouse_click,rooster
breathing,wind
mouse_click,thunderstorm
rooster,rooster
breathing,sheep
snoring,airplane
glass_breaking,sneezing
glass_breaking,sneezing
clock_alarm,keyboard_typing
insects,footsteps
snoring,drinking_sipping
clock_alarm,clapping
footsteps,coughing
breathing,crying_baby
footsteps,footsteps
rooster,rooster
rooster,rooster
keyboard_typing,frog
engine,crickets
breathing,crying_baby
door_wood_knock,breathing
clock_tick,coughing
snoring,drinking_sipping
snoring,water_drops
airplane,keyboard_typing
snoring,snoring
can_opening,dog
mouse_click,keyboard_typing
frog,frog
can_opening,keyboard_typing
washing_machine,crackling_fire
breathing,keyboard_typing
mouse_click,crickets
brushing_teeth,brushing_teeth
engine,washing_machine
water_drops,church_bells
chirping_birds,crow
chirping_birds,drinking_sipping
cow,door_wood_creaks
crow,brushing_teeth
laughing,pig
laughing,drinking_sipping
footsteps,keyboard_typing
drinking_sipping,door_wood_creaks
chirping_birds,crow
chirping_birds,chirping_birds
chirping_birds,chirping_birds
chirping_birds,chirping_birds
chirping_birds,chirping_birds
drinking_sipping,coughing
engine,siren
engine,engine
engine,engine
keyboard_typing,keyboard_typing
footsteps,car_horn
hen,train
hen,cat
hen,hand_saw
can_opening,water_drops
snoring,snoring
laughing,hen
mouse_click,clock_tick
can_opening,laughing
washing_machine,insects
hen,keyboard_typing
hen,hand_saw
hen,hen
snoring,pig
clapping,clapping
door_wood_knock,sneezing
door_wood_knock,door_wood_knock
hand_saw,thunderstorm
clock_alarm,brushing_teeth
can_opening,toilet_flush
door_wood_knock,fireworks
door_wood_knock,door_wood_knock
coughing,glass_breaking
airplane,airplane
airplane,airplane
airplane,toilet_flush
airplane,airplane
can_opening,sneezing
cow,cow
cow,chainsaw
hand_saw,hand_saw
hand_saw,hand_saw
hand_saw,pig
hand_saw,hand_saw
hand_saw,hand_saw
hand_saw,fireworks
hand_saw,hand_saw
laughing,door_wood_creaks
clapping,clapping
water_drops,clapping
water_drops,water_drops
cat,breathing
door_wood_knock,door_wood_knock
water_drops,hen
glass_breaking,fireworks
chirping_birds,siren
cat,vacuum_cleaner
water_drops,coughing
laughing,coughing
drinking_sipping,sneezing
can_opening,coughing
breathing,wind
glass_breaking,glass_breaking
glass_breaking,glass_breaking
glass_breaking,coughing
washing_machine,train
crow,crow
water_drops,coughing
water_drops,can_opening
breathing,pig
water_drops,crackling_fire
clapping,insects
footsteps,car_horn
footsteps,clapping
footsteps,rain
laughing,laughing
laughing,brushing_teeth
hen,frog
hen,siren
vacuum_cleaner,vacuum_cleaner
footsteps,hand_saw
sheep,pig
dog,hen
