GT,prediction
note098,note098
note099,note099
note100,note100
note101,note101
note102,note102
note103,note103
note104,note104
note105,note098
note106,note106
note107,note107
note108,note108
note021,note061
note022,note039
note023,note021
note024,note063
note025,note063
note026,note039
note027,note040
note028,note040
note029,note065
note030,note054
note031,note066
note032,note055
note033,note055
note034,note044
note035,note045
note036,note049
note037,note061
note038,note061
note039,note063
note040,note063
note041,note053
note042,note054
note043,note071
note044,note056
note045,note056
note046,note057
note047,note071
note048,note073
note049,note073
note050,note074
note051,note075
note052,note063
note053,note075
note054,note077
note055,note077
note056,note089
note057,note062
note058,note082
note059,note071
note060,note072
note061,note072
note062,note058
note063,note068
note064,note080
note065,note077
note066,note077
note067,note072
note068,note082
note069,note092
note070,note082
note071,note083
note072,note083
note073,note085
note074,note098
note075,note099
note076,note099
note077,note101
note078,note095
note079,note103
note080,note092
note081,note086
note082,note094
note083,note088
note084,note087
note085,note092
note086,note098
note087,note092
note088,note099
note089,note094
note090,note102
note091,note108
note092,note098
note093,note098
note094,note106
note095,note106
note096,note101
note097,note102
note098,note102
note099,note104
note100,note099
note101,note106
note102,note107
note103,note108
note104,note103
note105,note098
note106,note105
note107,note106
note108,note107
note021,note021
note022,note036
note023,note038
note024,note036
note025,note038
note026,note038
note027,note039
note028,note040
note029,note043
note030,note042
note031,note043
note032,note044
note033,note045
note034,note046
note035,note047
note036,note048
note037,note049
note038,note050
note039,note051
note040,note052
note041,note053
note042,note054
note043,note055
note044,note056
note045,note057
note046,note058
note047,note059
note048,note060
note049,note061
note050,note062
note051,note063
note052,note064
note053,note065
note054,note066
note055,note067
note056,note068
note057,note069
note058,note070
note059,note071
note060,note072
note061,note073
note062,note074
note063,note075
note064,note076
note065,note077
note066,note078
note067,note079
note068,note080
note069,note081
note070,note070
note071,note083
note072,note084
note073,note085
note074,note086
note075,note087
note076,note088
note077,note077
note078,note078
note079,note091
note080,note092
note081,note093
note082,note094
note083,note095
note084,note096
note085,note097
note086,note098
note087,note099
note088,note100
note089,note101
note090,note102
note091,note103
note092,note104
note093,note105
note094,note106
note095,note107
note096,note108
note097,note103
note098,note105
note099,note099
note100,note100
note101,note101
note102,note102
note103,note103
note104,note104
note105,note105
note106,note106
note107,note107
note108,note108
note021,note035
note022,note035
note023,note034
note024,note037
note025,note038
note026,note037
note027,note037
note028,note035
note029,note042
note030,note044
note031,note044
note032,note044
note033,note044
note034,note046
note035,note035
note036,note036
note037,note037
note038,note038
note039,note039
note040,note040
note041,note041
note042,note042
note043,note043
note044,note044
note045,note045
note046,note046
note047,note047
note048,note048
note049,note049
note050,note050
note051,note051
note052,note052
note053,note065
note054,note066
note055,note067
note056,note068
note057,note057
note058,note058
note059,note059
note060,note072
note061,note061
note062,note062
note063,note063
note064,note064
note065,note077
note066,note066
note067,note079
note068,note068
note069,note069
note070,note070
note071,note071
note072,note084
note073,note085
note074,note086
note075,note087
note076,note076
note077,note077
note078,note078
note079,note091
note080,note080
note081,note081
note082,note082
note083,note083
note084,note084
note085,note085
note086,note086
note087,note099
note088,note088
note089,note091
note090,note090
note091,note103
note092,note092
note093,note097
note094,note106
note095,note102
note096,note096
note097,note104
note098,note098
note099,note099
note100,note104
note101,note104
note102,note102
note103,note102
note104,note104
note105,note102
note106,note104
note107,note104
note108,note108
note021,note044
note022,note028
note023,note036
note024,note036
note025,note036
note026,note036
note027,note036
note028,note029
note029,note042
note030,note042
note031,note044
note032,note043
note033,note044
note034,note046
note035,note047
note036,note036
note037,note049
note038,note050
note039,note051
note040,note052
note041,note053
note042,note054
note043,note055
note044,note056
note045,note057
note046,note058
note047,note059
note048,note060
note049,note061
note050,note062
note051,note063
note052,note064
note053,note065
note054,note054
note055,note067
note056,note056
note057,note069
note058,note070
note059,note071
note060,note072
note061,note073
note062,note074
note063,note075
note064,note076
note065,note077
note066,note078
note067,note079
note068,note080
note069,note081
note070,note082
note071,note083
note072,note084
note073,note085
note074,note086
note075,note087
note076,note088
note077,note089
note078,note090
note079,note091
note080,note080
note081,note093
note082,note094
note083,note095
note084,note096
note085,note097
note086,note098
note087,note099
note088,note100
note089,note101
note090,note102
note091,note103
note092,note104
note093,note105
note094,note106
note095,note107
note096,note108
note097,note104
note098,note104
note099,note104
note100,note105
note101,note107
note102,note102
note103,note103
note104,note104
note105,note105
note106,note106
note107,note107
note108,note108
note021,note039
note022,note030
note023,note031
note024,note023
note025,note034
note026,note035
note027,note036
note028,note034
note029,note031
note030,note032
note031,note033
note032,note024
note033,note036
note034,note036
note035,note032
note036,note036
note037,note059
note038,note059
note039,note047
note040,note059
note041,note041
note042,note042
note043,note043
note044,note043
note045,note045
note046,note046
note047,note047
note048,note048
note049,note049
note050,note050
note051,note051
note052,note052
note053,note053
note054,note066
note055,note055
note056,note056
note057,note057
note058,note058
note059,note059
note060,note060
note061,note061
note062,note062
note063,note063
note064,note064
note065,note065
note066,note078
note067,note079
note068,note080
note069,note069
note070,note082
note071,note083
note072,note084
note073,note085
note074,note086
note075,note087
note076,note088
note077,note089
note078,note090
note079,note079
note080,note092
note081,note081
note082,note094
note083,note083
note084,note096
note085,note085
note086,note098
note087,note087
note088,note088
note089,note101
note090,note090
note091,note098
note092,note092
note093,note098
note094,note094
note095,note095
note096,note103
note097,note097
note098,note098
note099,note099
note100,note100
note101,note101
note102,note102
note103,note103
note104,note104
note105,note105
note106,note099
note107,note107
note108,note108
note021,note023
note022,note023
note023,note023
note024,note026
note025,note023
note026,note037
note027,note037
note028,note028
note029,note028
note030,note037
note031,note029
note032,note027
note033,note029
note034,note031
note035,note031
note036,note031
note037,note031
note038,note038
note039,note039
note040,note040
note041,note041
note042,note042
note043,note043
note044,note044
note045,note045
note046,note046
note047,note047
note048,note048
note049,note049
note050,note050
note051,note051
note052,note052
note053,note053
note054,note054
note055,note055
note056,note056
note057,note057
note058,note058
note059,note047
note060,note060
note061,note061
note062,note062
note063,note063
note064,note064
note065,note065
note066,note066
note067,note067
note068,note068
note069,note069
note070,note070
note071,note071
note072,note072
note073,note073
note074,note074
note075,note075
note076,note076
note077,note077
note078,note078
note079,note079
note080,note080
note081,note081
note082,note082
note083,note083
note084,note084
note085,note085
note086,note086
note087,note087
note088,note088
note089,note089
note090,note090
note091,note091
note092,note092
note093,note093
note094,note094
note095,note095
note096,note096
note097,note097
note098,note098
note099,note099
note100,note100
note101,note101
note102,note102
note103,note103
note104,note104
note105,note105
note106,note106
note107,note107
note108,note108
note021,note027
note022,note024
note023,note024
note024,note024
note025,note026
note026,note024
note027,note028
note028,note029
note029,note031
note030,note031
note031,note035
note032,note035
note033,note046
note034,note047
note035,note035
note036,note036
note037,note049
note038,note038
note039,note039
note040,note040
note041,note041
note042,note042
note043,note043
note044,note044
note045,note045
note046,note058
note047,note047
note048,note048
note049,note049
note050,note050
note051,note051
note052,note052
note053,note065
note054,note054
note055,note067
note056,note068
note057,note057
note058,note070
note059,note071
note060,note060
note061,note061
note062,note062
note063,note063
note064,note064
note065,note065
note066,note066
note067,note079
note068,note080
note069,note069
note070,note070
note071,note071
note072,note072
note073,note085
note074,note074
note075,note075
note076,note088
note077,note089
note078,note078
note079,note091
note080,note092
note081,note093
note082,note094
note083,note095
note084,note096
note085,note097
note086,note098
note087,note099
note088,note100
note089,note101
note090,note102
note091,note103
note092,note104
note093,note105
note094,note106
note095,note107
note096,note108
note097,note104
note098,note105
note099,note099
note100,note100
note101,note101
note102,note102
note103,note103
note104,note104
note105,note105
note106,note106
note107,note107
note108,note108
note021,note021
note022,note024
note023,note024
note024,note026
note025,note026
note026,note023
note027,note026
note028,note026
note029,note026
note030,note023
note031,note023
note032,note026
note033,note026
note034,note026
note035,note026
note036,note026
note037,note026
note038,note026
note039,note026
note040,note026
note041,note035
note042,note035
note043,note036
note044,note035
note045,note035
note046,note036
note047,note040
note048,note036
note049,note037
note050,note050
note051,note039
note052,note052
note053,note040
note054,note054
note055,note043
note056,note056
note057,note057
note058,note058
note059,note059
note060,note060
note061,note061
note062,note062
note063,note063
note064,note064
note065,note065
note066,note066
note067,note067
note068,note068
note069,note069
note070,note070
note071,note071
note072,note072
note073,note073
note074,note074
note075,note075
note076,note076
note077,note077
note078,note078
note079,note079
note080,note080
note081,note081
note082,note082
note083,note083
note084,note084
note085,note085
note086,note086
note087,note087
note088,note088
note089,note089
note090,note090
note091,note091
note092,note092
note093,note093
note094,note094
note095,note095
note096,note096
note097,note097
note098,note098
note099,note099
note100,note100
note101,note101
note102,note102
note103,note103
note104,note104
note105,note105
note106,note106
note107,note107
note108,note108
note021,note031
note022,note030
note023,note025
note024,note037
note025,note037
note026,note039
note027,note039
note028,note039
note029,note036
note030,note042
note031,note042
note032,note046
note033,note030
note034,note044
note035,note040
note036,note048
note037,note049
note038,note050
note039,note051
note040,note052
note041,note053
note042,note042
note043,note043
note044,note056
note045,note045
note046,note058
note047,note047
note048,note060
note049,note061
note050,note062
note051,note051
note052,note064
note053,note053
note054,note054
note055,note055
note056,note056
note057,note069
note058,note070
note059,note071
note060,note072
note061,note073
note062,note074
note063,note075
note064,note076
note065,note065
note066,note078
note067,note079
note068,note080
note069,note081
note070,note082
note071,note083
note072,note084
note073,note085
note074,note086
note075,note087
note076,note088
note077,note077
note078,note090
note079,note091
note080,note092
note081,note093
note082,note094
note083,note095
note084,note096
note085,note097
note086,note098
note087,note099
note088,note100
note089,note101
note090,note102
note091,note103
note092,note104
note093,note105
note094,note106
note095,note107
note096,note108
note097,note104
note098,note098
note099,note099
note100,note100
note101,note101
note102,note102
note103,note103
note104,note104
note105,note105
note106,note106
note107,note107
note108,note108
note021,note021
note022,note021
note023,note021
note024,note021
note025,note021
note026,note021
note027,note039
note028,note021
note029,note021
note030,note021
note031,note028
note032,note021
note033,note021
note034,note021
note035,note035
note036,note021
note037,note021
note038,note028
note039,note039
note040,note040
note041,note053
note042,note054
note043,note045
note044,note045
note045,note045
note046,note046
note047,note059
note048,note060
note049,note049
note050,note050
note051,note051
note052,note052
note053,note053
note054,note054
note055,note067
note056,note068
note057,note057
note058,note058
note059,note071
note060,note048
note061,note049
note062,note062
note063,note051
note064,note052
note065,note065
note066,note066
note067,note067
note068,note056
note069,note057
note070,note070
note071,note071
note072,note060
note073,note061
note074,note062
note075,note063
note076,note076
note077,note077
note078,note078
note079,note067
note080,note068
note081,note069
note082,note070
note083,note071
note084,note072
note085,note073
note086,note086
note087,note087
note088,note088
note089,note089
note090,note090
note091,note091
note092,note092
note093,note081
note094,note082
note095,note083
note096,note084
note097,note085
note098,note086
note099,note087
note100,note088
note101,note089
note102,note102
note103,note091
note104,note104
note105,note099
note106,note094
note107,note095
note108,note108
note021,note021
note022,note023
note023,note021
note024,note021
note025,note027
note026,note021
note027,note021
note028,note021
note029,note021
note030,note021
note031,note021
note032,note021
note033,note021
note034,note021
note035,note021
note036,note021
note037,note021
note038,note021
note039,note021
note040,note021
note041,note021
note042,note021
note043,note021
note044,note021
note045,note021
note046,note021
note047,note021
note048,note021
note049,note021
note050,note021
note051,note021
note052,note021
note053,note021
note054,note021
note055,note031
note056,note021
note057,note033
note058,note034
note059,note021
note060,note021
note061,note021
note062,note038
note063,note039
note064,note052
note065,note053
note066,note054
note067,note055
note068,note056
note069,note057
note070,note058
note071,note071
note072,note060
note073,note061
note074,note074
note075,note063
note076,note064
note077,note065
note078,note066
note079,note067
note080,note068
note081,note069
note082,note070
note083,note071
note084,note072
note085,note073
note086,note074
note087,note075
note088,note076
note089,note077
note090,note078
note091,note079
note092,note080
note093,note081
note094,note082
note095,note083
note096,note084
note097,note097
note098,note086
note099,note087
note100,note088
note101,note101
note102,note090
note103,note091
note104,note101
note105,note093
note106,note094
note107,note095
note108,note096
note021,note021
note022,note029
note023,note021
note024,note031
note025,note037
note026,note038
note027,note039
note028,note040
note029,note021
note030,note030
note031,note038
note032,note044
note033,note021
note034,note033
note035,note035
note036,note036
note037,note037
note038,note038
note039,note039
note040,note040
note041,note041
note042,note042
note043,note043
note044,note044
note045,note045
note046,note058
note047,note059
note048,note036
note049,note049
note050,note050
note051,note051
note052,note052
note053,note053
note054,note054
note055,note055
note056,note056
note057,note057
note058,note058
note059,note059
note060,note060
note061,note061
note062,note062
note063,note075
note064,note064
note065,note065
note066,note066
note067,note067
note068,note080
note069,note069
note070,note070
note071,note071
note072,note072
note073,note073
note074,note074
note075,note075
note076,note076
note077,note077
note078,note078
note079,note079
note080,note080
note081,note081
note082,note082
note083,note083
note084,note096
note085,note085
note086,note086
note087,note087
note088,note088
note089,note089
note090,note090
note091,note091
note092,note092
note093,note093
note094,note094
note095,note095
note096,note096
note097,note097
note098,note093
note099,note099
note100,note100
note101,note094
note102,note102
note103,note091
note104,note104
note105,note105
note106,note106
note107,note087
note108,note088
note021,note026
note022,note026
note023,note026
note024,note026
note025,note026
note026,note026
note027,note026
note028,note026
note029,note026
note030,note026
note031,note026
note032,note026
note033,note026
note034,note026
note035,note026
note036,note026
note037,note026
note038,note026
note039,note040
note040,note040
note041,note041
note042,note054
note043,note040
note044,note045
note045,note045
note046,note046
note047,note059
note048,note060
note049,note063
note050,note063
note051,note063
note052,note052
note053,note053
note054,note054
note055,note067
note056,note056
note057,note057
note058,note059
note059,note059
note060,note060
note061,note085
note062,note074
note063,note063
note064,note064
note065,note021
note066,note066
note067,note067
note068,note080
note069,note069
note070,note082
note071,note071
note072,note072
note073,note085
note074,note074
note075,note075
note076,note076
note077,note025
note078,note090
note079,note091
note080,note092
note081,note021
note082,note025
note083,note021
note084,note096
note085,note097
note086,note086
note087,note021
note088,note021
note089,note021
note090,note021
note091,note025
note092,note021
note093,note021
note094,note021
note095,note021
note096,note021
note097,note021
note098,note025
note099,note021
note100,note021
note101,note021
note102,note021
note103,note021
note104,note021
note105,note021
note106,note021
note107,note107
note108,note108
note021,note033
note022,note034
note023,note035
note024,note036
note025,note035
note026,note038
note027,note021
note028,note040
note029,note041
note030,note040
note031,note043
note032,note033
note033,note033
note034,note021
note035,note047
note036,note048
note037,note037
note038,note038
note039,note039
note040,note040
note041,note053
note042,note042
note043,note043
note044,note044
note045,note045
note046,note058
note047,note047
note048,note048
note049,note049
note050,note050
note051,note051
note052,note052
note053,note053
note054,note054
note055,note067
note056,note068
note057,note057
note058,note058
note059,note059
note060,note060
note061,note061
note062,note062
note063,note063
note064,note064
note065,note065
note066,note078
note067,note067
note068,note068
note069,note069
note070,note070
note071,note071
note072,note072
note073,note073
note074,note074
note075,note075
note076,note076
note077,note077
note078,note078
note079,note079
note080,note080
note081,note081
note082,note082
note083,note083
note084,note084
note085,note085
note086,note086
note087,note087
note088,note088
note089,note089
note090,note090
note091,note091
note092,note092
note093,note093
note094,note094
note095,note095
note096,note096
note097,note097
note098,note098
note099,note099
note100,note100
note101,note101
note102,note102
note103,note103
note104,note104
note105,note105
note106,note106
note107,note107
note108,note108
note021,note034
note022,note034
note023,note024
note024,note026
note025,note036
note026,note038
note027,note028
note028,note040
note029,note041
note030,note043
note031,note043
note032,note044
note033,note045
note034,note046
note035,note047
note036,note036
note037,note049
note038,note050
note039,note039
note040,note040
note041,note041
note042,note042
note043,note043
note044,note056
note045,note057
note046,note046
note047,note059
note048,note048
note049,note049
note050,note050
note051,note051
note052,note052
note053,note053
note054,note054
note055,note055
note056,note068
note057,note057
note058,note058
note059,note059
note060,note060
note061,note061
note062,note062
note063,note075
note064,note064
note065,note065
note066,note078
note067,note067
note068,note080
note069,note081
note070,note082
note071,note083
note072,note084
note073,note085
note074,note086
note075,note087
note076,note088
note077,note077
note078,note090
note079,note091
note080,note092
note081,note093
note082,note094
note083,note083
note084,note096
note085,note097
note086,note098
note087,note099
note088,note100
note089,note101
note090,note090
note091,note103
note092,note092
note093,note093
note094,note094
note095,note095
note096,note096
note097,note097
note098,note098
note099,note099
note100,note100
note101,note101
note102,note102
note103,note103
note104,note104
note105,note105
note106,note106
note107,note107
note108,note102
note021,note033
note022,note028
note023,note024
note024,note024
note025,note035
note026,note040
note027,note040
note028,note040
note029,note041
note030,note054
note031,note055
note032,note055
note033,note045
note034,note059
note035,note047
note036,note048
note037,note038
note038,note036
note039,note050
note040,note038
note041,note065
note042,note055
note043,note055
note044,note054
note045,note066
note046,note058
note047,note059
note048,note060
note049,note036
note050,note062
note051,note039
note052,note052
note053,note053
note054,note054
note055,note067
note056,note068
note057,note057
note058,note058
note059,note059
note060,note060
note061,note061
note062,note074
note063,note075
note064,note076
note065,note065
note066,note078
note067,note067
note068,note068
note069,note069
note070,note070
note071,note071
note072,note072
note073,note074
note074,note074
note075,note075
note076,note076
note077,note077
note078,note078
note079,note079
note080,note080
note081,note082
note082,note082
note083,note083
note084,note084
note085,note086
note086,note086
note087,note086
note088,note088
note089,note089
note090,note090
note091,note091
note092,note092
note093,note092
note094,note094
note095,note095
note096,note095
note097,note098
note098,note098
note099,note104
note100,note104
note101,note102
note102,note102
note103,note104
note104,note104
note105,note104
note106,note106
note107,note107
note108,note102
note021,note037
note022,note026
note023,note031
note024,note028
note025,note031
note026,note028
note027,note039
note028,note038
note029,note039
note030,note022
note031,note022
note032,note032
note033,note039
note034,note022
note035,note035
note036,note037
note037,note038
note038,note031
note039,note039
note040,note038
note041,note036
note042,note043
note043,note043
note044,note043
note045,note043
note046,note046
note047,note055
note048,note036
note049,note049
note050,note050
note051,note051
note052,note052
note053,note053
note054,note054
note055,note055
note056,note056
note057,note057
note058,note058
note059,note059
note060,note060
note061,note061
note062,note062
note063,note063
note064,note064
note065,note065
note066,note066
note067,note067
note068,note068
note069,note069
note070,note070
note071,note071
note072,note072
note073,note073
note074,note074
note075,note075
note076,note076
note077,note077
note078,note078
note079,note079
note080,note080
note081,note081
note082,note082
note083,note095
note084,note096
note085,note097
note086,note086
note087,note087
note088,note100
note089,note100
note090,note100
note091,note103
note092,note099
note093,note105
note094,note094
note095,note105
note096,note096
note097,note105
note098,note098
note099,note099
note100,note100
note101,note105
note102,note105
note103,note105
note104,note105
note105,note105
note106,note106
note107,note107
note108,note108
note021,note075
note022,note076
note023,note079
note024,note067
note025,note069
note026,note080
note027,note071
note028,note092
note029,note080
note030,note073
note031,note080
note032,note087
note033,note080
note034,note090
note035,note080
note036,note080
note037,note080
note038,note092
note039,note080
note040,note080
note041,note080
note042,note092
note043,note092
note044,note092
note045,note099
note046,note089
note047,note099
note048,note099
note049,note099
note050,note099
note051,note099
note052,note099
note053,note099
note054,note104
note055,note098
note056,note099
note057,note099
note058,note107
note059,note107
note060,note108
note061,note108
note062,note103
note063,note107
note064,note107
note065,note107
note066,note107
note067,note107
note068,note108
note069,note057
note070,note070
note071,note107
note072,note060
note073,note107
note074,note062
note075,note088
note076,note076
note077,note077
note078,note107
note079,note107
note080,note107
note081,note081
note082,note070
note083,note070
note084,note072
note085,note073
note086,note073
note087,note075
note088,note076
note089,note088
note090,note077
note091,note079
note092,note080
note093,note081
note094,note082
note095,note083
note096,note084
note097,note073
note098,note086
note099,note087
note100,note088
note101,note089
note102,note090
note103,note093
note104,note107
note105,note093
note106,note107
note107,note107
note108,note107
note021,note036
note022,note036
note023,note037
note024,note032
note025,note039
note026,note042
note027,note036
note028,note035
note029,note098
note030,note067
note031,note042
note032,note085
note033,note070
note034,note057
note035,note042
note036,note075
note037,note069
note038,note039
note039,note098
note040,note041
note041,note042
note042,note066
note043,note070
note044,note070
note045,note070
note046,note070
note047,note057
note048,note070
note049,note047
note050,note068
note051,note070
note052,note065
note053,note071
note054,note066
note055,note067
note056,note068
note057,note053
note058,note070
note059,note054
note060,note070
note061,note054
note062,note070
note063,note075
note064,note045
note065,note041
note066,note078
note067,note046
note068,note092
note069,note082
note070,note082
note071,note080
note072,note034
note073,note037
note074,note087
note075,note087
note076,note041
note077,note021
note078,note080
note079,note039
note080,note021
note081,note029
note082,note041
note083,note037
note084,note037
note085,note029
note086,note031
note087,note041
note088,note029
note089,note033
note090,note032
note091,note041
note092,note033
note093,note104
note094,note035
note095,note037
note096,note104
note097,note104
note098,note104
note099,note104
note100,note102
note101,note106
note102,note104
note103,note104
note104,note073
note105,note073
note106,note071
note107,note073
note108,note102
note021,note097
note022,note105
note023,note097
note024,note105
note025,note105
note026,note105
note027,note084
note028,note097
note029,note084
note030,note105
note031,note097
note032,note084
note033,note084
note034,note097
note035,note105
note036,note097
note037,note097
note038,note084
note039,note079
note040,note097
note041,note097
note042,note084
note043,note097
note044,note097
note045,note097
note046,note105
note047,note105
note048,note084
note049,note107
note050,note101
note051,note097
note052,note084
note053,note097
note054,note105
note055,note097
note056,note102
note057,note105
note058,note105
note059,note097
note060,note058
note061,note084
note062,note067
note063,note084
note064,note097
note065,note084
note066,note097
note067,note084
note068,note105
note069,note030
note070,note097
note071,note084
note072,note097
note073,note067
note074,note079
note075,note084
note076,note084
note077,note102
note078,note097
note079,note097
note080,note107
note081,note105
note082,note084
note083,note097
note084,note084
note085,note084
note086,note084
note087,note084
note088,note084
note089,note097
note090,note084
note091,note097
note092,note105
note093,note084
note094,note084
note095,note084
note096,note097
note097,note097
note098,note084
note099,note097
note100,note102
note101,note084
note102,note072
note103,note097
note104,note084
note105,note084
note106,note084
note107,note097
note108,note084
note021,note029
note022,note035
note023,note032
note024,note032
note025,note032
note026,note029
note027,note044
note028,note044
note029,note037
note030,note042
note031,note032
note032,note042
note033,note039
note034,note039
note035,note042
note036,note042
note037,note042
note038,note038
note039,note037
note040,note048
note041,note048
note042,note051
note043,note047
note044,note044
note045,note045
note046,note047
note047,note047
note048,note047
note049,note037
note050,note058
note051,note051
note052,note059
note053,note041
note054,note054
note055,note055
note056,note044
note057,note057
note058,note058
note059,note060
note060,note060
note061,note061
note062,note062
note063,note063
note064,note064
note065,note065
note066,note054
note067,note067
note068,note068
note069,note069
note070,note070
note071,note071
note072,note072
note073,note073
note074,note075
note075,note075
note076,note076
note077,note077
note078,note078
note079,note079
note080,note080
note081,note094
note082,note082
note083,note095
note084,note084
note085,note085
note086,note087
note087,note087
note088,note089
note089,note090
note090,note090
note091,note094
note092,note093
note093,note094
note094,note095
note095,note104
note096,note104
note097,note098
note098,note104
note099,note107
note100,note105
note101,note104
note102,note104
note103,note104
note104,note104
note105,note104
note106,note104
note107,note104
note108,note107
note021,note053
note022,note039
note023,note042
note024,note043
note025,note024
note026,note023
note027,note047
note028,note048
note029,note048
note030,note048
note031,note051
note032,note051
note033,note053
note034,note053
note035,note037
note036,note055
note037,note039
note038,note038
note039,note039
note040,note039
note041,note041
note042,note042
note043,note054
note044,note044
note045,note057
note046,note058
note047,note059
note048,note060
note049,note061
note050,note062
note051,note063
note052,note064
note053,note065
note054,note066
note055,note067
note056,note068
note057,note069
note058,note070
note059,note071
note060,note072
note061,note073
note062,note074
note063,note075
